Vannlokalitet_kode	Vannlokalitet	Betegnelse	Type	Aktivitet_id	Aktivitet_navn	Oppdragsgiver	Oppdragstaker	Parameter_id	Parameter_navn	Parameter_Casnr	Medium_id	Medium_navn	LatinskNavn_id	VitenskapligNavn	Provetakmetode_id	Analysemetode_id	Tid_provetak	Tid_provetak2	Ovre_dyp	Nedre_dyp	DybdeEnhet	Filtrert_Prove	UnntasKlassifisering	Operator	Verdi	Listenavn	Enhet	Provenr	Deteksjonsgrense	Kvantifiseringsgrense	Opprinnelse	Ant_verdier	Kommentar	Arkiv	UTM33 Ost (X)	UTM33 Nord (Y)
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	09.08.2010 00:00				m	Ufiltrert		=	0.74		mS/m	10_3837_  3	0.15	0.3		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	SO4	Sulfat	18785-72-3	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 10304-1:2009	31.10.2021 00:00		0	0	m	Ufiltrert		=	0.74		mg/l	439-2021-11020107				1		N	21577.8	6819750.7
079-58879	Hovedelv v. kraftstasjon							Cl										04.10.2022							0.74		mg/L									
079-58878	Gautingsdalelva							Ca										21.06.2022							0.74		mg/L									
079-58879	Hovedelv v. kraftstasjon							Natrium										02.08.2022							0.74		mg/L									
079-58880	Kraftverk K2							Natrium										02.08.2022							0.74		mg/L									
079-58882	Ved Dale							Natrium										13.09.2022							0.74		mg/L									
079-58883	Ved utl?p							Natrium										13.09.2022							0.74		mg/L									
079-58882	Ved Dale							TOC										04.10.2022							0.74		mg/L									
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 11885	28.11.2011 00:00				m	Ufiltrert		=	0.74		mg/l		0.005	0.017		1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	23.03.2009 00:00				m	Ufiltrert		=	0.75		mg/l	09_1564_  6	0.025	0.05		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	20.04.2009 00:00				m	Ufiltrert		=	0.75		mg/l	09_1991_  6	0.025	0.05		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 11885	05.03.2012 00:00				m	Ufiltrert		=	0.75		mg/l		0.005	0.017		1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	01.02.2010 00:00				m	Ufiltrert		=	0.75		mg/l	10_ 500_  3	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	SO4	Sulfat	18785-72-3	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 10304-1:2009	06.09.2021 00:00		0	0	m	Ufiltrert		=	0.75		mg/l	439-2021-09070069				1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	SO4	Sulfat	18785-72-3	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 10304-1:2009	06.06.2021 00:00		0	0	m	Ufiltrert		=	0.75		mg/l	439-2021-06080110				1		N	21577.8	6819750.7
079-58883	Ved utl?p							SO4										04.10.2022							0.75		mg/L									
079-58882	Ved Dale							TOC										13.09.2022							0.75		mg/L									
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 11885	28.11.2011 00:00				m	Ufiltrert		=	0.76		mg/l		0.005	0.017		1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	27.03.2017 00:00				m	Ufiltrert		=	0.76		mg/l	17_2386_  1	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	09.04.2018 00:00				m	Ufiltrert		=	0.76		mg/l	18_2768_  6	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	01.11.2020 00:00				m	Ufiltrert		=	0.76		mg/l	439-2020-11040072				1		N	21577.8	6819750.7
079-58878	Gautingsdalelva							Cl										05.08.2022							0.76		mg/L									
079-58880	Kraftverk K2							Natrium										05.08.2022							0.76		mg/L									
079-58880	Kraftverk K2							Natrium										01.11.2022							0.76		mg/L									
079-58878	Gautingsdalelva							TOC										13.09.2022							0.76		mg/L									
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 11885	19.08.2013 00:00				m	Ufiltrert		=	0.77		mg/l		0.005	0.01667		1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 11885	07.09.2011 00:00				m	Ufiltrert		=	0.77		mg/l		0.005	0.017		1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	16.01.2017 00:00				m	Ufiltrert		=	0.77		mg/l	17_ 372_  5	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	10.11.2008 00:00				m	Ufiltrert		=	0.77		mg/l	08_5795_  6	0.025	0.05		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	16.05.2016 00:00				m	Ufiltrert		=	0.77		mg/l	16_2959_  6	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	04.05.2020 00:00				m	Ufiltrert		=	0.77		mg/l	20_4306_  1	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	30.01.2017 00:00				m	Ufiltrert		=	0.77		mg/l	17_ 812_  3	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	03.10.2021 00:00		0	0	m	Ufiltrert		=	0.77		mg/l	439-2021-10050093				1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	ANNE	Annet	Vassomr?de Ytre Sogn	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	18.09.2017 00:00				m	Ufiltrert		=	0.77		mS/m	17_7212_  3	0.15	0.3		1	Daleelva ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Natrium	Natrium	7440-23-5	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	31.10.2021 00:00		0	0	m	Ufiltrert		=	0.77		mg/l	439-2021-11020107				1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv?king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	PB	Bly	7439-92-1	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	15.06.2018 00:00		0	0	m	Ufiltrert		=	0.77		組/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	SO4	Sulfat	18785-72-3	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 10304-1:2009	02.08.2021 00:00		0	0	m	Ufiltrert		=	0.77		mg/l	439-2021-08040097				1		N	23022.8	6820695.9
079-58879	Hovedelv v. kraftstasjon							Cl										06.12.2022							0.77		mg/L									
079-58883	Ved utl?p							SO4										02.08.2022							0.77		mg/L									
079-58882	Ved Dale							Ca										24.05.2022							0.77		mg/L									
079-58878	Gautingsdalelva							TOC										20.04.2022							0.77		mg/L									
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 11885:2009	01.11.2015 00:00				m	Ufiltrert		=	0.78		mg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 11885	08.11.2011 00:00				m	Ufiltrert		=	0.78		mg/l		0.005	0.017		1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	UKJENT	16.05.2011 00:00				m	Ufiltrert		=	0.78		mg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	19.04.2010 00:00				m	Ufiltrert		=	0.78		mg/l	10_1696_  6	0.025	0.05		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	16.05.2011 00:00				m	Ufiltrert		=	0.78		mg/l	11_2550_  6	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	18.04.2016 00:00				m	Ufiltrert		=	0.78		mg/l	16_2216_  6	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	27.10.2008 00:00				m	Ufiltrert		=	0.78		mg/l	08_5494_  3	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	02.05.2011 00:00				m	Ufiltrert		=	0.78		mg/l	11_2054_  3	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	16.05.2011 00:00				m	Ufiltrert		=	0.78		mg/l	11_2550_  3	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	UKJENT	02.05.2011 00:00				m	Ufiltrert		=	0.78		mg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	UKJENT	16.05.2011 00:00				m	Ufiltrert		=	0.78		mg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	08.03.2021 00:00		0	0	m	Ufiltrert		=	0.78		mg/l	439-2021-03090193				1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Cl	Klorid	16887-00-6	VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	06.09.2021 00:00		0	0	m	Ufiltrert		=	0.78		mg/l	439-2021-09070068				1	Metode: EPA Metode 325.2	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	05.10.2009 00:00				m	Ufiltrert		=	0.78		mS/m	09_5499_  6	0.15	0.3		1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	14.06.2010 00:00				m	Ufiltrert		=	0.78		mS/m	10_2883_  3	0.15	0.3		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Natrium	Natrium	7440-23-5	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	05.07.2021 00:00		0	0	m	Ufiltrert		=	0.78		mg/l	439-2021-07060046				1		N	23022.8	6820695.9
079-58878	Gautingsdalelva							Cl										05.07.2022							0.78		mg/L									
079-58879	Hovedelv v. kraftstasjon							SO4										08.06.2022							0.78		mg/L									
079-58880	Kraftverk K2							SO4										05.04.2022							0.78		mg/L									
079-58883	Ved utl?p							SO4										13.09.2022							0.78		mg/L									
079-58878	Gautingsdalelva							Ca										15.02.2022							0.78		mg/L									
079-58883	Ved utl?p							Natrium										02.08.2022							0.78		mg/L									
079-58878	Gautingsdalelva							TOC										01.03.2022							0.78		mg/L									
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	05.09.2016 00:00				m	Ufiltrert		=	0.79		mg/l	16_5763_  1	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	08.03.2010 00:00				m	Ufiltrert		=	0.79		mg/l	10_1027_  3	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	04.05.2020 00:00				m	Ufiltrert		=	0.79		mg/l	20_4306_  5	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	09.05.2021 00:00		0	0	m	Ufiltrert		=	0.79		mg/l	439-2021-05110043				1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	06.09.2021 00:00		0	0	m	Ufiltrert		=	0.79		mS/m	439-2021-09070069				1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	07.09.2009 00:00				m	Ufiltrert		=	0.79		mS/m	09_4847_  3	0.15	0.3		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Natrium	Natrium	7440-23-5	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	05.07.2021 00:00		0	0	m	Ufiltrert		=	0.79		mg/l	439-2021-07060047				1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	TOC	Totalt organisk karbon (TOC)		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN 1484 IR	17.05.2021 00:00		0	0	m	Ufiltrert		=	0.79		mg/l C	439-2021-05190182				1		N	21577.8	6819750.7
079-58880	Kraftverk K2							Cl										04.10.2022							0.79		mg/L									
079-58882	Ved Dale							SO4										01.11.2022							0.79		mg/L									
079-58883	Ved utl?p							SO4										05.07.2022							0.79		mg/L									
079-58883	Ved utl?p							TOC										24.05.2022							0.79		mg/L									
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	NIVA	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 11885	06.06.2012 00:00				m	Ufiltrert		=	0.8		mg/l		0.005	0.017		1		N	21577.8	6819750.7
079-28413	Dalelva i H?yanger. utl?p		Elv	KALL	Lokal overv?king av kalka vassdrag	Fylkesmannen i Sogn og Fjordane	UKJENT	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-4A	UKJENT	26.10.1993 00:00				m	Ufiltrert		=	0.8		mg/l					1	Fra Vanninfo. v/ H?land	N	21564.9501	6819751.69
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	22.03.2010 00:00				m	Ufiltrert		=	0.8		mg/l	10_1267_  6	0.025	0.05		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	27.10.2008 00:00				m	Ufiltrert		=	0.8		mg/l	08_5494_  6	0.025	0.05		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	15.02.2016 00:00				m	Ufiltrert		=	0.8		mg/l	16_ 864_  5	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	02.05.2016 00:00				m	Ufiltrert		=	0.8		mg/l	16_2653_  6	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	23.03.2020 00:00				m	Ufiltrert		=	0.8		mg/l	20_3270_  6	0.025	0.05		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	18.05.2020 00:00				m	Ufiltrert		=	0.8		mg/l	20_4845_  5	0.025	0.05		1	H?yanger.ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	06.01.2009 00:00				m	Ufiltrert		=	0.8		mg/l	09_  67_  3	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	03.12.2018 00:00				m	Ufiltrert		=	0.8		mg/l	18_A775_  1	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-28413	Dalelva i H?yanger. utl?p		Elv	ANNE	Annet	Vassomr?de Ytre Sogn	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	18.09.2017 00:00				m	Ufiltrert		=	0.8		mS/m	17_7212_  4	0.15	0.3		1	Daleelva i H?yanger. utl?	N	21564.9501	6819751.69
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	09.08.2010 00:00				m	Ufiltrert		=	0.8		mS/m	10_3837_  6	0.15	0.3		1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	07.09.2009 00:00				m	Ufiltrert		=	0.8		mS/m	09_4847_  6	0.15	0.3		1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	19.10.2009 00:00				m	Ufiltrert		=	0.8		mS/m	09_5826_  3	0.15	0.3		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	08.03.2010 00:00				m	Ufiltrert		=	0.8		?C	10_1027_  6				1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv?king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	14.12.2009 00:00				m	Ufiltrert		=	0.8		?C	09_7116_  3				1	Ved utl?p	N	21577.8	6819750.7
