Vannlokalitet_kode	Vannlokalitet	Betegnelse	Type	Aktivitet_id	Aktivitet_navn	Oppdragsgiver	Oppdragstaker	Parameter_id	Parameter_navn	Parameter_Casnr	Medium_id	Medium_navn	LatinskNavn_id	VitenskapligNavn	Provetakmetode_id	Analysemetode_id	Tid_provetak	Tid_provetak2	Ovre_dyp	Nedre_dyp	DybdeEnhet	Filtrert_Prove	UnntasKlassifisering	Operator	Verdi	Listenavn	Enhet	Provenr	Deteksjonsgrense	Kvantifiseringsgrense	Opprinnelse	Ant_verdier	Kommentar	Arkiv	UTM33 Ost (X)	UTM33 Nord (Y)
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 10523:2012	2020-09-13 00:00:00				m	Ufiltrert		=	6.40		<ubenevnt>	439-2020-09160094				1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-08-02 00:00:00		0	0	m	Ufiltrert		=	6.40		æg/l Al	439-2021-08040098				1	Metode: Intern metode	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-05-11 00:00:00				m	Ufiltrert		=	6.40		øC	09_2407_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-05-25 00:00:00				m	Ufiltrert		=	6.40		øC	09_2713_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2013-09-09 00:00:00				m	Ufiltrert		=	6.41		<ubenevnt>					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2020-05-11 00:00:00				m	Ufiltrert		=	6.42		<ubenevnt>	20_4668_  1	1	2		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2020-08-24 00:00:00				m	Ufiltrert		=	6.42		<ubenevnt>	20_8112_  2	1	2		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2020-05-11 00:00:00				m	Ufiltrert		=	6.42		<ubenevnt>	20_4668_  6	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-08-26 00:00:00				m	Ufiltrert		=	6.44		<ubenevnt>	19_8218_  4	1	2		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2013-09-30 00:00:00				m	Ufiltrert		=	6.44		<ubenevnt>					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-08-26 00:00:00				m	Ufiltrert		=	6.45		<ubenevnt>	19_8218_  3	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2011-09-19 00:00:00				m	Ufiltrert		=	6.46		<ubenevnt>					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-09-02 00:00:00				m	Ufiltrert		=	6.46		<ubenevnt>	19_8472_  5	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2020-05-18 00:00:00				m	Ufiltrert		=	6.47		<ubenevnt>	20_4845_  5	1	2		1	H?yanger.ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2012-11-14 00:00:00				m	Ufiltrert		=	6.50		<ubenevnt>					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2020-02-10 00:00:00				m	Ufiltrert		=	6.50		<ubenevnt>	20_1635_  3	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	P-TOT	Totalfosfor	7723-14-0	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 15681-2:2018	2021-07-05 00:00:00		0	0	m	Ufiltrert		=	6.50		æg/l P	439-2021-07060046				1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-10-05 00:00:00				m	Ufiltrert		=	6.50		øC	09_5499_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2020-05-18 00:00:00				m	Ufiltrert		=	6.54		<ubenevnt>	20_4845_  1	1	2		1	Ved utl?p	N	21577.8	6819750.7
079-58878	Gautingsdalelva							SO4										02.08.2022							6.57		mg/L									
079-28413	Dalelva i H?yanger. utl?p		Elv	ANNE	Annet	Vassomr†de Ytre Sogn	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2018-06-14 00:00:00				m	Ufiltrert		=	6.58		<ubenevnt>	18_5011_  1	2	4		1	Daleelva i H?yanger. utl?	N	21564.9501	6819751.69
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2019-09-02 00:00:00				m	Ufiltrert		=	6.58		<ubenevnt>	19_8472_  2	1	2		1	H?yanger. ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2008-07-21 00:00:00				m	Ufiltrert		=	6.60		<ubenevnt>	08_3453_  5	2	4		1	Ved utl?pet	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-07-05 00:00:00		0	0	m	Ufiltrert		=	6.60		æg/l Al	439-2021-07060046				1	Metode: Intern metode	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-10-05 00:00:00				m	Ufiltrert		=	6.60		øC	09_5499_  6				1	Ved Dale	N	23022.8	6820695.9
079-58878	Gautingsdalelva							Ca										13.09.2022							6.60		mg/L									
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2010-05-10 00:00:00				m	Ufiltrert		=	6.70		<ubenevnt>	10_2175_  3	2	4		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	P-TOT	Totalfosfor	7723-14-0	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 15681-2:2018	2021-10-03 00:00:00		0	0	m	Ufiltrert		=	6.70		æg/l P	439-2021-10050093				1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	P-TOT	Totalfosfor	7723-14-0	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 15681-2:2018	2021-07-05 00:00:00		0	0	m	Ufiltrert		=	6.70		æg/l P	439-2021-07060047				1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-10-18 00:00:00				m	Ufiltrert		=	6.70		øC	10_5116_  6				1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	ILAL	Ikke-labilt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-05-24 00:00:00		0	0	m	Ufiltrert		=	6.80		æg/l Al	439-2021-05260216				1	Metode: Intern metode	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-01-31 00:00:00		0	0	m	Ufiltrert		=	6.80		æg/l Al	439-2021-02020046				1	Metode: Intern metode	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2013-10-18 00:00:00				m	Ufiltrert		=	6.83		<ubenevnt>					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	PH	pH		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS 4720	2012-10-15 00:00:00				m	Ufiltrert		=	6.88		<ubenevnt>					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	PH	pH		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4720	2008-08-04 00:00:00				m	Ufiltrert		=	6.90		<ubenevnt>	08_3678_  5	2	4		1	Ved utl?pet	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-10-18 00:00:00				m	Ufiltrert		=	6.90		øC	10_5116_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58878	Gautingsdalelva							Cl										05.04.2022							6.90		mg/L									
079-28413	Dalelva i H?yanger. utl?p		Elv	ANNE	Annet	Vassomr†de Ytre Sogn	VestfoldLAB AS	FARGE	Fargetall		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4787	2017-06-19 00:00:00				m	Ufiltrert		=	7		mg/l Pt	17_4702_  1	0.5	1		1	Daleelva i H?yanger. utl?	N	21564.9501	6819751.69
079-28413	Dalelva i H?yanger. utl?p		Elv	KALL	Lokal overv†king av kalka vassdrag	Fylkesmannen i Sogn og Fjordane	UKJENT	FARGE	Fargetall		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-4A	NS 4787	1995-04-06 00:00:00				m	Ufiltrert		=	7		mg/l Pt					1	Fra Vanninfo. 	N	21564.9501	6819751.69
079-28413	Dalelva i H?yanger. utl?p		Elv	ANNE	Annet	Vassomr†de Ytre Sogn	VestfoldLAB AS	FARGE	Fargetall		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS 4787	2018-08-23 00:00:00				m	Ufiltrert		=	7		mg/l Pt	18_7127_  8	0.5	1		1	Daleelva i H?yanger. utl?	N	21564.9501	6819751.69
079-58881	Siplo. sideelv							TOC										05.07.2022							7.00		mg/L									
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-06-06 00:00:00		0	0	m	Ufiltrert		=	7.20		æg/l Al	439-2021-06080109				1	Metode: Intern metode	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-06-01 00:00:00				m	Ufiltrert		=	7.20		øC	09_2916_  6				1	Ved Dale	N	23022.8	6820695.9
079-58881	Siplo. sideelv							N-NO3										06.05.2022							7.30		æg/l 									
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-06-01 00:00:00				m	Ufiltrert		=	7.50		øC	09_2916_  3				1	Ved utl?p	N	21577.8	6819750.7
079-39566	Dalelva ved Fundo - botndyr		Elv	ANNE	Annet	H?gskulen i Sogn og Fjordane/Fylkesmannen i Sogn og Fjordane	H?gskulen i Sogn og Fjordane	ASPT	Average Score per Taxon (ASPT)		VF	Ferskvann	0	Artsuavhengig	UKJENT	ARMITAGE_1983	2007-06-07 00:00:00					Ufiltrert		=	7.60		<ubenevnt>				AUTO	5	LBAFOR	N	22498.4192	6820440.148
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	ILAL	Ikke-labilt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-05-09 00:00:00		0	0	m	Ufiltrert		=	7.60		æg/l Al	439-2021-05110043				1	Metode: Intern metode	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	P-TOT	Totalfosfor	7723-14-0	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 15681-2:2018	2021-04-05 00:00:00		0	0	m	Ufiltrert		=	7.60		æg/l P	439-2021-04070230				1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-10-04 00:00:00				m	Ufiltrert		=	7.60		øC	10_4876_  6				1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2020-12-15 00:00:00				m	Ufiltrert		=	7.70		æg/l Al	439-2020-12160095				1	Metode: Intern metode	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-05-31 00:00:00				m	Ufiltrert		=	7.70		øC	10_2577_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-09-20 00:00:00				m	Ufiltrert		=	7.80		øC	10_4678_  6				1	Ved Dale	N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2008-10-13 00:00:00				m	Ufiltrert		=	7.80		øC	08_5220_  6				1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-10-04 00:00:00				m	Ufiltrert		=	7.80		øC	10_4876_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	P-TOT	Totalfosfor	7723-14-0	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 15681-2:2018	2021-09-22 00:00:00		0	0	m	Ufiltrert		=	7.90		æg/l P	439-2021-09240078				1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-05-09 00:00:00		0	0	m	Ufiltrert		=	7.90		æg/l Al	439-2021-05110043				1	Metode: Intern metode	N	21577.8	6819750.7
079-39566	Dalelva ved Fundo - botndyr		Elv	ANNE	Annet	H?gskulen i Sogn og Fjordane/Fylkesmannen i Sogn og Fjordane	H?gskulen i Sogn og Fjordane	ASPT	Average Score per Taxon (ASPT)		VF	Ferskvann	0	Artsuavhengig	UKJENT	ARMITAGE_1983	2008-04-03 00:00:00					Ufiltrert		=	8		<ubenevnt>				AUTO	6	LBAFOR	N	22498.4192	6820440.148
079-28413	Dalelva i H?yanger. utl?p		Elv	ANNE	Annet	Fylkesmannen i Sogn og Fjordane	Eurofins AS	FARGE	Fargetall		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2008-08-12 00:00:00				m	Ufiltrert		=	8		mg/l Pt					1		N	21564.9501	6819751.69
079-39566	Dalelva ved Fundo - botndyr		Elv	ANNE	Annet	H?gskulen i Sogn og Fjordane/Fylkesmannen i Sogn og Fjordane	H?gskulen i Sogn og Fjordane	ASPT	Average Score per Taxon (ASPT)		VF	Ferskvann	0	Artsuavhengig	UKJENT	ARMITAGE_1983	2008-08-18 00:00:00					Ufiltrert		=	8.20		<ubenevnt>				AUTO	5	LBAFOR	N	22498.4192	6820440.148
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-09-20 00:00:00				m	Ufiltrert		=	8.20		øC	10_4678_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-04-25 00:00:00		0	0	m	Ufiltrert		=	8.30		æg/l Al	439-2021-04270298				1	Metode: Intern metode	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	ILAL	Ikke-labilt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-10-31 00:00:00		0	0	m	Ufiltrert		=	8.40		æg/l Al	439-2021-11020109				1	Metode: Intern metode	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	ILAL	Ikke-labilt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-04-18 00:00:00		0	0	m	Ufiltrert		=	8.40		æg/l Al	439-2021-04200117				1	Metode: Intern metode	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2008-09-16 00:00:00				m	Ufiltrert		=	8.40		øC	08_4580_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-06-14 00:00:00				m	Ufiltrert		=	8.50		øC	10_2883_  6				1	Ved Dale	N	23022.8	6820695.9
079-28413	Dalelva i H?yanger. utl?p		Elv	ANNE	Annet	Fylkesmannen i Sogn og Fjordane	Eurofins AS	P-TOT	Totalfosfor	7723-14-0	VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-09-17 00:00:00				m	Ufiltrert		=	8.60		æg/l P					1		N	21564.9501	6819751.69
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-05-17 00:00:00				m	Ufiltrert		=	8.60		øC	10_2297_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2022-02-05 00:00:00		0	0	m	Ufiltrert		=	8.70		æg/l Al	439-2021-12070084				1	Metode: Intern metode	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-4A	UKJENT	2015-10-05 00:00:00				m	Ufiltrert		=	9.10		øC					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-09-21 00:00:00				m	Ufiltrert		=	9.20		øC	09_5181_  6				1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	ILAL	Ikke-labilt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-10-31 00:00:00		0	0	m	Ufiltrert		=	9.60		æg/l Al	439-2021-11020107				1	Metode: Intern metode	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	RAL	Reaktivt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2022-02-05 00:00:00		0	0	m	Ufiltrert		=	9.60		æg/l Al	439-2021-12070088				1	Metode: Intern metode	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-09-21 00:00:00				m	Ufiltrert		=	9.60		øC	09_5181_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	ZN	Sink	7440-66-6	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-03-01 00:00:00		0	0	m	Ufiltrert		=	9.60		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	ILAL	Ikke-labilt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-04-05 00:00:00		0	0	m	Ufiltrert		=	9.70		æg/l Al	439-2021-04070230				1	Metode: Intern metode	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2009-06-15 00:00:00				m	Ufiltrert		=	9.70		øC	09_3224_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	ILAL	Ikke-labilt aluminium		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2021-10-03 00:00:00		0	0	m	Ufiltrert		=	9.80		æg/l Al	439-2021-10050090				1	Metode: Intern metode	N	23022.8	6820695.9
